,genres,tmdbId,overview,tagline,title,keywords,cast,movieId,director
2904,['Horror'],85160,"The owner of a slaughterhouse facing foreclosure instructs his 350lbs, mentally retarded son to go on a killing spree against the people who want to buy his property.",You'll never get out in one piece!,Slaughterhouse,"['psychopathic killer', 'slaughterhouse', 'teenager', 'trespassing']","['Joe B. Barton', 'Don Barrett', 'Sherry Leigh', 'Jeff Grossi', 'Jane Higginson', 'Bill Brinsfield', 'Jason Collier', 'Hank Gum', 'Linda Harris', 'Joel Hoffman', 'Courtney Lercara', 'Dave Fogel', 'William Houck']",3026,Rick Roessler
2905,"['Comedy', 'Drama', 'Romance']",25560,"Baptista, a rich Paduan merchant, announces that his fair young daughter, Bianca, will remain unwed until her older sister, Katharina, a hellish shrew, has wed. Lucentio, a student and the son of a wealthy Pisan merchant, has fallen in love with Bianca. He poses as a tutor of music and poetry to gain entrance to the Baptista household and to be near Bianca. Meanwhile, Petruchio, a fortune-hunting scoundrel from Verona, arrives in Padua, hoping to capture a wealthy wife. Hortensio, another suitor of Bianca, directs Petruchio's attention to Katharina. When Hortensio warns him about Katharina's scolding tongue and fiery temper, Petruchio is challenged and resolves to capture her love. Hortensio and another suitor of Bianca, Gremio, agree to cover Petruchio's costs as he pursues Katharina.",A romantic film amorously devoted to every man who ever gave the back of his hand to his beloved...and to every woman who deserved it!,The Taming of the Shrew,"['love', 'suitor', 'merchant']","['Elizabeth Taylor', 'Richard Burton', 'Cyril Cusack', 'Michael Hordern', 'Alfred Lynch', 'Alan Webb', 'Giancarlo Cobelli', 'Vernon Dobtcheff', 'Ken Parry', 'Anthony Gardner', 'Natasha Pyne', 'Michael York', 'Victor Spinetti', 'Roy Holder', 'Mark Dignam', 'Bice Valori', 'Alberto Bonucci']",3028,Franco Zeffirelli
2906,"['Action', 'Crime', 'Thriller']",21610,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,Nighthawks,[],"['Sylvester Stallone', 'Rutger Hauer', 'Billy Dee Williams', 'Lindsay Wagner', 'Persis Khambatta', 'Nigel Davenport', 'Hilary Thompson', 'Joe Spinell', 'Walter Mathews', 'E. Brian Dean', 'Sue Vanner']",3029,Bruce Malmuth
2907,"['Drama', 'Thriller']",11878,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",Better if all these men were dead. Think about it!,Yojimbo,"['japan', 'swordplay', 'samurai', 'sword', 'bodyguard', 'fighting', 'family', 'intrigue', 'ronin', 'revolver']","['Toshirō Mifune', 'Tatsuya Nakadai', 'Yôko Tsukasa', 'Isuzu Yamada', 'Daisuke Katô', 'Takashi Shimura', 'Seizaburô Kawazu', 'Hiroshi Tachikawa', 'Eijirô Tôno', 'Kamatari Fujiwara', 'Ikio Sawamura', 'Atsushi Watanabe', 'Susumu Fujita', 'Kyû Sazanka', 'Yōsuke Natsuki', 'Kô Nishimura', 'Takeshi Katô', 'Ichirô Nakatani', 'Sachio Sakai', 'Akira Tani', 'Namigoro Rashomon', 'Yoshio Tsuchiya', 'Gen Shimizu', 'Yutaka Sada', 'Shin Ôtomo', 'Shôichi Hirose', 'Hideyo Amamoto', 'Shôji Ôki', 'Fuminori Ôhashi', 'Hiroshi Yoseyama', 'Senkichi Ômura', 'Noriko Honma', 'Ryusuke Nishio', 'Naoya Kusakawa', 'Nadao Kirino', 'Jun Ôtomo', 'Shinpei Takagi', 'Akio Kusama', 'Yasuzô Ogawa', 'Hiroshi Takagi', ""Jun'ichirô Mukai"", 'Fumiyoshi Kamagaya', 'Ichirô Chiba', 'Haruya Sakamoto', 'Rinsaku Ogata', 'Fumio Kogushi', 'Yoko Terui', 'Hiromi Mineoka', 'Michiko Kawa', 'Jerry Fujio']",3030,Akira Kurosawa
2908,"['Comedy', 'Horror']",11510,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",The Devil's back. But he's never dealt with an exorcist like this!,Repossessed,"['exorcism', 'rock', 'live-reportage', 'spoof', 'devil']","['Linda Blair', 'Ned Beatty', 'Leslie Nielsen', 'Anthony Starke', 'Thom Sharp', 'Lana Schwab', 'Melissa Moore', 'The Unknown Comic', 'Barbara Alyn Woods', 'Jake Steinfeld', 'Charlotte J. Helmkamp', 'Army Archerd', 'Jack LaLanne', 'Wally George', 'Bob Zany', 'Jesse Ventura', 'Gene Okerlund', 'Julie Strain', 'Donna Spangler', 'Ian Abercrombie', 'Belle Avery']",3031,Bob Logan
2909,"['Action', 'Science Fiction', 'Thriller']",11234,"Robert Neville, a doctor, due to an experimental vaccine, is the only survivor of an apocalyptic war waged with biological weapons. The plague caused by the war has killed everyone else except for a few hundred deformed, nocturnal people calling themselves ""The Family"". The plague has caused them to become sensitive to light, as well as homicidally psychotic.",The World Is Dead. One Survivor. Then The Others. Crawling In Darkness. The Strangest Sect Of All. *Hunting The Last Man On Earth.*,The Omega Man,"['post-apocalyptic', 'dystopia', 'survivalist', 'dystopic future', 'last man on earth', 'plague']","['Charlton Heston', 'Anthony Zerbe', 'Rosalind Cash', 'Paul Koslo', 'Lincoln Kilpatrick', 'Brian Tochi', 'Eric Laneuville', 'Jill Giraldi', 'Anna Aries', 'DeVeren Bookwalter', 'John Dierkes', 'Monika Henreid', 'Linda Redfearn', 'Forrest Wood', 'Steve Goldstein']",3032,Boris Sagal
2910,"['Comedy', 'Science Fiction']",957,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",May the schwartz be with you,Spaceballs,"['android', 'lasergun', 'swordplay', 'temple', 'space marine', 'space battle', 'space travel', 'space mission', 'galaxy', 'comb', 'altar', 'magnet beam', 'jam', 'speed of light', 'plastic surgery', 'password', 'shield', 'nose', 'spoof']","['Mel Brooks', 'Rick Moranis', 'Bill Pullman', 'Daphne Zuniga', 'John Candy', 'George Wyner', 'Joan Rivers', 'Dick Van Patten', 'Michael Winslow', 'Lorene Yarnell Jansson', 'John Hurt', 'Ed Gale', 'Stephen Tobolowsky', 'Sandy Helberg', 'Dom DeLuise', 'Phil Hartman', 'Tress MacNeille', 'Corey Burton', 'Michael York', 'Rick Ducommun', 'Rudy De Luca', 'Ken Olfson', 'Denise Gallup', 'Dian Gallup', 'Jim Jackman', 'Jim J. Bullock', 'Sal Viscuso', 'John Hurt']",3033,Mel Brooks
2911,"['Animation', 'Family']",11886,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",Meet Robin Hood and his MERRY MENagerie!,Robin Hood,"['hero', 'fox', 'robin hood', 'forest', 'right and justice', 'outlaw', 'thief', 'animation', 'bear', 'teacher', 'animal as human', 'sherwood forest', 'animal']","['Brian Bedford', 'Phil Harris', 'Peter Ustinov', 'Pat Buttram', 'Ken Curtis', 'George Lindsey', 'Barbara Luddy', 'Monica Evans', 'Carole Shelley', 'Andy Devine', 'Terry-Thomas', 'Billy Whitaker', 'John Fiedler', 'Sean Marshall', 'Roger Miller']",3034,Wolfgang Reitherman
2912,"['Comedy', 'Drama', 'Family', 'War']",37853,"A hilarious and heartfelt military comedy-drama co-directed by John Ford and Mervyn LeRoy, Mister Roberts stars Henry Fonda as an officer who's yearning for battle but is stuck in the backwaters of World War II on a noncommissioned Navy ship run by the bullying Capt. Morton (James Cagney). Jack Lemmon enjoys a star-making turn as the freewheeling Ensign Pulver, and William Powell stars as the ship's doctor in his last screen role.  Based on the 1946 novel with the same name, by Thomas Heggen, and the 1948 Broadway play, written by Thomas Heggen and Joshua Logan. Henry Fonda also starred in the original Broadway production. Warner Bros. didn't want Fonda to star in the film, as they thought he was too old, and had been a stage player for so long (8 years), that he no longer was box office material. However, John Ford insisted on Fonda and the company eventually agreed.",All The Uproarious Fun Of the Smash Broadway Play!,Mister Roberts,"['world war ii', 'navy']","['Henry Fonda', 'James Cagney', 'William Powell', 'Jack Lemmon', 'Betsy Palmer', 'Ward Bond', 'Philip Carey', 'Nick Adams', 'Perry Lopez', 'Ken Curtis', 'Robert Roark', 'Harry Carey, Jr.', 'Patrick Wayne', 'Frank Aletter', 'Tige Andrews']",3035,John Ford
2913,"['Adventure', 'Drama']",62204,"A colossal adventure odyssey that turns back the hands of time to the very beginning of man's existence. 80,000 years ago, when man roamed the earth, he was exposed to the many harsh elements of nature. Against the perilous atmosphere of rugged terrain, rival tribes and savage beasts, Quest for Fire examines a peaceful tribe's search for that all important element fire, and the knowledge to create it. Focusing on human dream as well as realistic insights into pre-historic man, the constant struggle for survival is vividly recreated in this sensational production.",,Quest for Fire,"['stone age', 'cavemen', 'prehistoric adventure', 'prehistoric times', 'prehistoric man']","['Everett McGill', 'Ron Perlman', 'Nicholas Kadi', 'Rae Dawn Chong', 'Gary Schwartz', 'Naseer El-Kadi', 'Franck-Olivier Bonnet', 'Jean-Michel Kindt', 'Kurt Schiegl', 'Brian Gillin', 'Terry Fitt', 'Bibi Caspari', 'Peter Elliott', 'Michelle Leduc', 'Robert Lavoie', 'Christian Benard', 'Tarlok Sing Seva', 'Lolamal Kapisisi', 'Matt Birman']",3036,Jean-Jacques Annaud
2914,"['Adventure', 'Western', 'History']",11040,"Jack Crabb, looking back from extreme old age, tells of his life being raised by Indians and fighting with General Custer.",Either The Most Neglected Hero In History Or A Liar Of Insane Proportion!,Little Big Man,"['based on novel', 'indian territory', 'fight', 'settler', 'native american', 'orphan', 'cheyenne', 'george armstrong custer', '19th century']","['Dustin Hoffman', 'Faye Dunaway', 'Chief Dan George', 'Martin Balsam', 'Richard Mulligan', 'Jeff Corey', 'Aimée Eccles', 'William Hickey', 'Jesse Vint', 'Alan Oppenheimer', 'Lou Cutell', 'M. Emmet Walsh', 'James Anderson', 'Jesse Vint', 'Thayer David', 'Philip Kenneally', 'Jack Bannon', 'Ray Dimas', 'Alan Howard (1951)', 'Jack Mullaney', 'Steve Miranda', 'Ken Mayer']",3037,Arthur Penn
2915,['Drama'],21849,"""A Face in the Crowd"" charts the rise of a raucous hayseed named Lonesome Rhodes from itinerant Ozark guitar picker to local media rabble-rouser to TV superstar and political king-maker. Marcia Jeffries is the innocent Sarah Lawrence girl who discovers the great man in a back-country jail and is the first to fall under his spell","POWER! He loved it! He took it raw in big gulpfuls...he liked the taste, the way it mixed with the bourbon and the sin in his blood!",A Face in the Crowd,"['television', 'arkansas', 'fame', 'personality']","['Andy Griffith', 'Patricia Neal', 'Walter Matthau', 'Lee Remick', 'Anthony Franciosa', 'Percy Waram', 'Paul McGrath', 'Rod Brasfield', 'Marshall Neilan', 'Alexander Kirkland', 'Charles Irving', 'Howard Smith', 'Kay Medford', 'Big Jeff Bess', 'Henry Sharp']",3038,Elia Kazan
2916,['Comedy'],1621,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,Some very funny business.,Trading Places,"['christmas tree', 'from rags to riches', 'broker', 'beggar', 'dollar', 'wager', 'fish out of water', 'millionaire', 'commodities', 'investor', 'big shot', 'hoodlum', 'wrongful arrest', 'santa hat']","['Eddie Murphy', 'Dan Aykroyd', 'Jamie Lee Curtis', 'Jim Belushi', 'Denholm Elliott', 'Ralph Bellamy', 'Don Ameche', 'Paul Gleason', 'Kristin Holby', 'Frank Oz', 'Robert Earl Jones', 'Richard Hunt', 'Ralph Clanton', 'Bryan Clark', 'Giancarlo Esposito']",3039,John Landis
2917,['Comedy'],14035,"Tripper is the head counselor at a budget summer camp called Camp Northstar. In truth, he's young at heart and only marginally more mature than the campers themselves. Tripper befriends Rudy, a loner camper who has trouble fitting in. As Tripper inspires his young charges to defeat rival Camp Mohawk in the annual Olympiad competition, Rudy plays matchmaker between Tripper and Roxanne, a female counselor at Northstar.","When this lot go back to nature, nature runs for it's life.",Meatballs,"['summer camp', 'underwear on flagpole', 'famous speech', 'burp', 'french fries', 'toothpick', 'girl in swimwear', 'ketchup', 'panty raid']","['Bill Murray', 'Harvey Atkin', 'Kate Lynch', 'Russ Banham', 'Kristine DeBell', 'Sarah Torgov', 'Jack Blum', 'Keith Knight', 'Cindy Girling', 'Todd Hoffman', 'Margot Pinvidic', 'Matt Craven', ""Norma Dell'Agnese"", 'Chris Makepeace']",3040,Ivan Reitman
2918,['Comedy'],40771,"The second in-name-only sequel to the first Meatballs summer camp movie sets us at Camp Sasquash where the owner Giddy tries to keep his camp open after it's threatened with foreclosure after Hershey, the militant owner of Camp Patton located just across the lake, wants to buy the entire lake area to expand Camp Patton. Giddy suggests settling the issue with the traditional end-of-the-summer boxing match over rights to the lake. Meanwhile, a tough, inner city punk, nicknamed Flash, is at Camp Sasquash for community service as a counselor-in-training where he sets his sights on the naive and intellectual Cheryl, while Flash's young charges befriend an alien, whom they name Meathead, also staying at the camp for the summer.",The insanity continues...,Meatballs Part II,[],"['Richard Mulligan', 'Hamilton Camp', 'John Mengatti', 'Kim Richards', 'Archie Hahn', 'Misty Rowe', 'John Larroquette', 'Paul Reubens', 'Joe Nipote', 'Jason Hervey', 'Elayne Boosler', 'Nancy Glass', 'Felix Silla', 'Joaquin Martinez', 'Blackie Dammett', 'Donald Gibb']",3041,Ken Wiederhorn
2919,['Comedy'],40772,The ghost of a dead porn star comes to Earth to help a nerd with his sex life.,Rudy struck out two summers in a row... this will be his year to score!,Meatballs III: Summer Job,"['sex', 'virgin', 'nudity', 'summer camp', 'porno star', 'sequel', 'loss of virginity', 'teenager', 'ghost', 'canuxploitation']","['Patrick Dempsey', 'Sally Kellerman', 'Isabelle Mejias', 'Al Waxman', 'Shannon Tweed', 'Peter Snider', 'Jan Taylor Hendricks', 'Hudson Bishop', 'Mark Blutman', 'Justine Campbell', 'Peter Saecks', 'Caroline Arnold', 'Pamela Collyer', 'Colleen Passard', 'Willye Fleming', 'Maury Chaykin']",3042,George Mendeluk
2920,['Comedy'],40773,"Ricky is the hottest water-ski instructor around and he has just be rehired by his former employer/camp to whip up attendance. But the camp is in serious financial trouble and the owner of a rival, more popular, camp wants to buy them out. Therefore they will have to engage in a mean, winner-takes-all competition that will settle the row once and for all.","There's only one thing wilder, crazier and sexier then last summer - this summer.",Meatballs 4,['sport'],"['Corey Feldman', 'Jack Nance', 'Sarah Douglas', 'J. Trevor Edmond', 'Neriah Davis', 'Kristi Ducati', 'Paige French', 'Lauren Hays', 'Miche Straube', 'Cristy Thom', 'Deborah Tucker']",3043,Bob Logan
2921,['Thriller'],11498,In 1949 composer Roman Strauss is executed for the vicious murder of his wife Margaret with a pair of scissors. In 1990s Los Angeles a mute amnesiac woman shows up at an orphanage and private eye Mike Church is called in to investigate. Under hypnosis both the woman and Church seem to have a strange link back to the Strauss murder.,A Mystery About True Love...And Certain Death.,Dead Again,"['amnesia', 'nightmare', 'hypnosis', 'suspense', 'therapy']","['Kenneth Branagh', 'Derek Jacobi', 'Andy García', 'Robin Williams', 'Lois Hall', 'Emma Thompson', 'Wayne Knight', 'Hanna Schygulla', 'Campbell Scott', 'Christine Ebersole', 'Miriam Margolyes']",3044,Kenneth Branagh
